New_Word	Synonyms	Frequency	Col2	Col3	Pronunciation	Theme	TargetSize
ucrth	*	0	/ʌkɹθ/	AH|K|R|TH	uhcrth	*	*
ufrks	*	0	/ʌfɹks/	AH|F|R|K|S	uhfrks	*	*
áflps	*	0	/eɪflps/	EY|F|L|P|S	ayflps	*	*
útnts	*	0	/uːtnts/	UW|T|N|T|S	ootnts	*	*
úmrsh	*	0	/uːmɹʃ/	UW|M|R|SH	oomrsh	*	*
äqrst	*	0	/ɔːqɹst/	AO|Q|R|S|T	awqrst	*	*
ûpnts	*	0	/ʊpnts/	UH|P|N|T|S	uupnts	*	*
ûnnds	*	0	/ʊnndz/	UH|N|N|D|Z	uunnds	*	*
almps	*	0	/ælmps/	AE|L|M|P|S	aalmps	*	*
alnch	*	0	/ælntʃ/	AE|L|N|CH	aalnch	*	*
aknts	*	0	/æknts/	AE|K|N|T|S	aaknts	*	*
amnth	*	0	/æmnθ/	AE|M|N|TH	aamnth	*	*
anrps	*	0	/ænɹps/	AE|N|R|P|S	aanrps	*	*
acrth	*	0	/ækɹθ/	AE|K|R|TH	aacrth	*	*
erlpt	*	0	/ɛɹlpt/	EH|R|L|P|T	ehrlpt	*	*
elrts	*	0	/ɛlɹts/	EH|L|R|T|S	ehlrts	*	*
enlst	*	0	/ɛnlst/	EH|N|L|S|T	ehnlst	*	*
inlts	*	0	/ɪnlts/	IH|N|L|T|S	ihnlts	*	*
úlnts	*	0	/uːlnts/	UW|L|N|T|S	oolnts	*	*
okmpt	*	0	/ɒkmpt/	AA|K|M|P|T	okmpt	*	*
uyrcs	*	0	/ʌjɹks/	AH|Y|R|K|S	uhyrcs	*	*
ulhps	*	0	/ʌlhps/	AH|L|HH|P|S	uhlhps	*	*
ukrld	*	0	/ʌkɹld/	AH|K|R|L|D	uhkrld	*	*
ukrst	*	0	/ʌkɹst/	AH|K|R|S|T	uhkrst	*	*
umnkt	*	0	/ʌmnkt/	AH|M|N|K|T	uhmnkt	*	*
ámrcs	*	0	/eɪmɹks/	EY|M|R|K|S	aymrcs	*	*
ánrst	*	0	/eɪnɹst/	EY|N|R|S|T	aynrst	*	*
ácnth	*	0	/eɪknθ/	EY|K|N|TH	aycnth	*	*
éwcts	*	0	/iːwkts/	IY|W|K|T|S	eewcts	*	*
élrcs	*	0	/iːlɹks/	IY|L|R|K|S	eelrcs	*	*
écrst	*	0	/iːkɹst/	IY|K|R|S|T	eecrst	*	*
écmps	*	0	/iːkmps/	IY|K|M|P|S	eecmps	*	*
ílsts	*	0	/aɪlsts/	AY|L|S|T|S	iylsts	*	*
ónrcs	*	0	/oʊnɹks/	OW|N|R|K|S	ohnrcs	*	*
úwlch	*	0	/uːwltʃ/	UW|W|L|CH	oowlch	*	*
ëpnth	*	0	/ɜːpnθ/	ER|P|N|TH	erpnth	*	*
ëplch	*	0	/ɜːpltʃ/	ER|P|L|CH	erplch	*	*
ënnch	*	0	/ɜːnntʃ/	ER|N|N|CH	ernnch	*	*
ëcrld	*	0	/ɜːkɹld/	ER|K|R|L|D	ercrld	*	*
ëfnds	*	0	/ɜːfndz/	ER|F|N|D|Z	erfnds	*	*
ïclth	*	0	/juːklθ/	Y|UW|K|L|TH	iooklth	*	*
öpcts	*	0	/ɔɪpkts/	OY|P|K|T|S	oipcts	*	*
öklch	*	0	/ɔɪkltʃ/	OY|K|L|CH	oiklch	*	*
ömhcs	*	0	/ɔɪmhks/	OY|M|HH|K|S	oimhcs	*	*
önsks	*	0	/ɔɪnsks/	OY|N|S|K|S	oinsks	*	*
öfrps	*	0	/ɔɪfɹps/	OY|F|R|P|S	oifrps	*	*
ülnch	*	0	/aʊlntʃ/	AW|L|N|CH	owlnch	*	*
âlnth	*	0	/ɑːlnθ/	AA|L|N|TH	ahlnth	*	*
âplch	*	0	/ɑːpltʃ/	AA|P|L|CH	ahplch	*	*
âmnch	*	0	/ɑːmntʃ/	AA|M|N|CH	ahmnch	*	*
ânlts	*	0	/ɑːnlts/	AA|N|L|T|S	ahnlts	*	*
ûnmpt	*	0	/ʊnmpt/	UH|N|M|P|T	uunmpt	*	*
ûcnds	*	0	/ʊkndz/	UH|K|N|D|Z	uucnds	*	*
vllpt	*	0	/v̩llpt/	V|L|L|P|T	vllpt	*	*
vncts	*	0	/v̩nkts/	V|N|K|T|S	vncts	*	*
ändth	*	0	/ɔːndθ/	AO|N|D|TH	awndth	*	*
ardst	*	0	/æɹdst/	AE|R|D|S|T	aardst	*	*
arnst	*	0	/æɹnst/	AE|R|N|S|T	aarnst	*	*
acrcs	*	0	/ækɹks/	AE|K|R|K|S	aacrcs	*	*
elnth	*	0	/ɛlnθ/	EH|L|N|TH	ehlnth	*	*
oprhc	*	0	/ɒpɹhk/	AA|P|R|HH|K	oprhc	*	*
uyrps	*	0	/ʌjɹps/	AH|Y|R|P|S	uhyrps	*	*
urrcs	*	0	/ʌɹɹks/	AH|R|R|K|S	uhrrcs	*	*
uprts	*	0	/ʌpɹts/	AH|P|R|T|S	uhprts	*	*
upwks	*	0	/ʌpwks/	AH|P|W|K|S	uhpwks	*	*
updst	*	0	/ʌpdst/	AH|P|D|S|T	uhpdst	*	*
uknts	*	0	/ʌknts/	AH|K|N|T|S	uhknts	*	*
unrsh	*	0	/ʌnɹʃ/	AH|N|R|SH	uhnrsh	*	*
uclth	*	0	/ʌklθ/	AH|K|L|TH	uhclth	*	*
áyrth	*	0	/eɪjɹθ/	EY|Y|R|TH	ayyrth	*	*
ácfth	*	0	/eɪkfθ/	EY|K|F|TH	aycfth	*	*
éldst	*	0	/iːldst/	IY|L|D|S|T	eeldst	*	*
ócrps	*	0	/oʊkɹps/	OW|K|R|P|S	ohcrps	*	*
útnds	*	0	/uːtndz/	UW|T|N|D|Z	ootnds	*	*
úmhcs	*	0	/uːmhks/	UW|M|HH|K|S	oomhcs	*	*
únrcs	*	0	/uːnɹks/	UW|N|R|K|S	oonrcs	*	*
äpdst	*	0	/ɔːpdst/	AO|P|D|S|T	awpdst	*	*
ëtnch	*	0	/ɜːtntʃ/	ER|T|N|CH	ertnch	*	*
ëtkts	*	0	/ɜːtkts/	ER|T|K|T|S	ertkts	*	*
ëkrst	*	0	/ɜːkɹst/	ER|K|R|S|T	erkrst	*	*
ëslpt	*	0	/ɜːslpt/	ER|S|L|P|T	erslpt	*	*
ëfdst	*	0	/ɜːfdst/	ER|F|D|S|T	erfdst	*	*
ârnkt	*	0	/ɑːɹnkt/	AA|R|N|K|T	ahrnkt	*	*
âmrld	*	0	/ɑːmɹld/	AA|M|R|L|D	ahmrld	*	*
âcrst	*	0	/ɑːkɹst/	AA|K|R|S|T	ahcrst	*	*
âfnts	*	0	/ɑːfnts/	AA|F|N|T|S	ahfnts	*	*
ûrnds	*	0	/ʊɹndz/	UH|R|N|D|Z	uurnds	*	*
ûllpt	*	0	/ʊllpt/	UH|L|L|P|T	uullpt	*	*
ûnlts	*	0	/ʊnlts/	UH|N|L|T|S	uunlts	*	*
ûclts	*	0	/ʊklts/	UH|K|L|T|S	uuclts	*	*
ûckts	*	0	/ʊkkts/	UH|K|K|T|S	uuckts	*	*
ûndth	*	0	/ʊndθ/	UH|N|D|TH	uundth	*	*
alnth	*	0	/ælnθ/	AE|L|N|TH	aalnth	*	*
apnch	*	0	/æpntʃ/	AE|P|N|CH	aapnch	*	*
anlst	*	0	/ænlst/	AE|N|L|S|T	aanlst	*	*
aslts	*	0	/æslts/	AE|S|L|T|S	aaslts	*	*
afcts	*	0	/æfkts/	AE|F|K|T|S	aafcts	*	*
elnkt	*	0	/ɛlnkt/	EH|L|N|K|T	ehlnkt	*	*
eprst	*	0	/ɛpɹst/	EH|P|R|S|T	ehprst	*	*
ecmpt	*	0	/ɛkmpt/	EH|K|M|P|T	ehcmpt	*	*
irlpt	*	0	/ɪɹlpt/	IH|R|L|P|T	ihrlpt	*	*
iccks	*	0	/ɪkks/	IH|K|K|S	ihccks	*	*
oflch	*	0	/ɒfltʃ/	AA|F|L|CH	oflch	*	*
unmps	*	0	/ʌnmps/	AH|N|M|P|S	uhnmps	*	*
ucrts	*	0	/ʌkɹts/	AH|K|R|T|S	uhcrts	*	*
ufcks	*	0	/ʌfks/	AH|F|K|S	uhfcks	*	*
álrsh	*	0	/eɪlɹʃ/	EY|L|R|SH	aylrsh	*	*
átlch	*	0	/eɪtltʃ/	EY|T|L|CH	aytlch	*	*
áncts	*	0	/eɪnkts/	EY|N|K|T|S	ayncts	*	*
épnth	*	0	/iːpnθ/	IY|P|N|TH	eepnth	*	*
énsps	*	0	/iːnsps/	IY|N|S|P|S	eensps	*	*
écrts	*	0	/iːkɹts/	IY|K|R|T|S	eecrts	*	*
ílnth	*	0	/aɪlnθ/	AY|L|N|TH	iylnth	*	*
ínrst	*	0	/aɪnɹst/	AY|N|R|S|T	iynrst	*	*
íccks	*	0	/aɪkks/	AY|K|K|S	iyccks	*	*
ónlpt	*	0	/oʊnlpt/	OW|N|L|P|T	ohnlpt	*	*
änrst	*	0	/ɔːnɹst/	AO|N|R|S|T	awnrst	*	*
ëkrld	*	0	/ɜːkɹld/	ER|K|R|L|D	erkrld	*	*
ëklpt	*	0	/ɜːklpt/	ER|K|L|P|T	erklpt	*	*
ëcrts	*	0	/ɜːkɹts/	ER|K|R|T|S	ercrts	*	*
ïmrcs	*	0	/juːmɹks/	Y|UW|M|R|K|S	ioomrcs	*	*
ölnch	*	0	/ɔɪlntʃ/	OY|L|N|CH	oilnch	*	*
ölcks	*	0	/ɔɪlks/	OY|L|K|S	oilcks	*	*
ötdst	*	0	/ɔɪtdst/	OY|T|D|S|T	oitdst	*	*
âlmpt	*	0	/ɑːlmpt/	AA|L|M|P|T	ahlmpt	*	*
âmlps	*	0	/ɑːmlps/	AA|M|L|P|S	ahmlps	*	*
âsmpt	*	0	/ɑːsmpt/	AA|S|M|P|T	ahsmpt	*	*
âcrts	*	0	/ɑːkɹts/	AA|K|R|T|S	ahcrts	*	*
ûwrps	*	0	/ʊwɹps/	UH|W|R|P|S	uuwrps	*	*
ûqnds	*	0	/ʊqndz/	UH|Q|N|D|Z	uuqnds	*	*
ûnlps	*	0	/ʊnlps/	UH|N|L|P|S	uunlps	*	*
vpnkt	*	0	/v̩pnkt/	V|P|N|K|T	vpnkt	*	*
vmcts	*	0	/v̩mkts/	V|M|K|T|S	vmcts	*	*
awrld	*	0	/æwɹld/	AE|W|R|L|D	aawrld	*	*
arnts	*	0	/æɹnts/	AE|R|N|T|S	aarnts	*	*
atrth	*	0	/ætɹθ/	AE|T|R|TH	aatrth	*	*
ewcts	*	0	/ɛwkts/	EH|W|K|T|S	ehwcts	*	*
ekdst	*	0	/ɛkdst/	EH|K|D|S|T	ehkdst	*	*
efrks	*	0	/ɛfɹks/	EH|F|R|K|S	ehfrks	*	*
opdst	*	0	/ɒpdst/	AA|P|D|S|T	opdst	*	*
onrhc	*	0	/ɒnɹhk/	AA|N|R|HH|K	onrhc	*	*
oncts	*	0	/ɒnkts/	AA|N|K|T|S	oncts	*	*
ocsts	*	0	/ɒksts/	AA|K|S|T|S	ocsts	*	*
uynds	*	0	/ʌjndz/	AH|Y|N|D|Z	uhynds	*	*
uwrst	*	0	/ʌwɹst/	AH|W|R|S|T	uhwrst	*	*
ulrld	*	0	/ʌlɹld/	AH|L|R|L|D	uhlrld	*	*
utnch	*	0	/ʌtntʃ/	AH|T|N|CH	uhtnch	*	*
utnds	*	0	/ʌtndz/	AH|T|N|D|Z	uhtnds	*	*
utdst	*	0	/ʌtdst/	AH|T|D|S|T	uhtdst	*	*
umlst	*	0	/ʌmlst/	AH|M|L|S|T	uhmlst	*	*
uflch	*	0	/ʌfltʃ/	AH|F|L|CH	uhflch	*	*
ílnkt	*	0	/aɪlnkt/	AY|L|N|K|T	iylnkt	*	*
íprth	*	0	/aɪpɹθ/	AY|P|R|TH	iyprth	*	*
úmnch	*	0	/uːmntʃ/	UW|M|N|CH	oomnch	*	*
úccts	*	0	/uːkkts/	UW|K|K|T|S	ooccts	*	*
ëlrks	*	0	/ɜːlɹks/	ER|L|R|K|S	erlrks	*	*
ëtlst	*	0	/ɜːtlst/	ER|T|L|S|T	ertlst	*	*
ëtlth	*	0	/ɜːtlθ/	ER|T|L|TH	ertlth	*	*
önmpt	*	0	/ɔɪnmpt/	OY|N|M|P|T	oinmpt	*	*
üflps	*	0	/aʊflps/	AW|F|L|P|S	owflps	*	*
anlts	*	0	/ænlts/	AE|N|L|T|S	aanlts	*	*
ânlst	*	0	/ɑːnlst/	AA|N|L|S|T	ahnlst	*	*
âclts	*	0	/ɑːklts/	AA|K|L|T|S	ahclts	*	*
âcpts	*	0	/ɑːkpts/	AA|K|P|T|S	ahcpts	*	*
ûrnkt	*	0	/ʊɹnkt/	UH|R|N|K|T	uurnkt	*	*
ûprts	*	0	/ʊpɹts/	UH|P|R|T|S	uuprts	*	*
ûpdst	*	0	/ʊpdst/	UH|P|D|S|T	uupdst	*	*
ûkrhc	*	0	/ʊkɹhk/	UH|K|R|HH|K	uukrhc	*	*
ûkrld	*	0	/ʊkɹld/	UH|K|R|L|D	uukrld	*	*
ûmdst	*	0	/ʊmdst/	UH|M|D|S|T	uumdst	*	*
ûnrhc	*	0	/ʊnɹhk/	UH|N|R|HH|K	uunrhc	*	*
vfrst	*	0	/v̩fɹst/	V|F|R|S|T	vfrst	*	*
ënrst	*	0	/ɜːnɹst/	ER|N|R|S|T	ernrst	*	*
amrhc	*	0	/æmɹhk/	AE|M|R|HH|K	aamrhc	*	*
etnch	*	0	/ɛtntʃ/	EH|T|N|CH	ehtnch	*	*
epnds	*	0	/ɛpndz/	EH|P|N|D|Z	ehpnds	*	*
iflps	*	0	/ɪflps/	IH|F|L|P|S	ihflps	*	*
urdst	*	0	/ʌɹdst/	AH|R|D|S|T	uhrdst	*	*
ulnch	*	0	/ʌlntʃ/	AH|L|N|CH	uhlnch	*	*
umrks	*	0	/ʌmɹks/	AH|M|R|K|S	uhmrks	*	*
ánrld	*	0	/eɪnɹld/	EY|N|R|L|D	aynrld	*	*
ácnkt	*	0	/eɪknkt/	EY|K|N|K|T	aycnkt	*	*
éllts	*	0	/iːllts/	IY|L|L|T|S	eellts	*	*
ékrhc	*	0	/iːkɹhk/	IY|K|R|HH|K	eekrhc	*	*
écrks	*	0	/iːkɹks/	IY|K|R|K|S	eecrks	*	*
äprcs	*	0	/ɔːpɹks/	AO|P|R|K|S	awprcs	*	*
änlps	*	0	/ɔːnlps/	AO|N|L|P|S	awnlps	*	*
ëmcts	*	0	/ɜːmkts/	ER|M|K|T|S	ermcts	*	*
ëssts	*	0	/ɜːssts/	ER|S|S|T|S	erssts	*	*
ölnth	*	0	/ɔɪlnθ/	OY|L|N|TH	oilnth	*	*
âlcts	*	0	/ɑːlkts/	AA|L|K|T|S	ahlcts	*	*
âprst	*	0	/ɑːpɹst/	AA|P|R|S|T	ahprst	*	*
âmlst	*	0	/ɑːmlst/	AA|M|L|S|T	ahmlst	*	*
ûlrst	*	0	/ʊlɹst/	UH|L|R|S|T	uulrst	*	*
ûkcts	*	0	/ʊkkts/	UH|K|K|T|S	uukcts	*	*
vlmps	*	0	/v̩lmps/	V|L|M|P|S	vlmps	*	*
elrld	*	0	/ɛlɹld/	EH|L|R|L|D	ehlrld	*	*
enlts	*	0	/ɛnlts/	EH|N|L|T|S	ehnlts	*	*
ofrcs	*	0	/ɒfɹks/	AA|F|R|K|S	ofrcs	*	*
ofcks	*	0	/ɒfks/	AA|F|K|S	ofcks	*	*
urlch	*	0	/ʌɹltʃ/	AH|R|L|CH	uhrlch	*	*
ulwks	*	0	/ʌlwks/	AH|L|W|K|S	uhlwks	*	*
ukrps	*	0	/ʌkɹps/	AH|K|R|P|S	uhkrps	*	*
uqlps	*	0	/ʌqlps/	AH|Q|L|P|S	uhqlps	*	*
ufrps	*	0	/ʌfɹps/	AH|F|R|P|S	uhfrps	*	*
ámlts	*	0	/eɪmlts/	EY|M|L|T|S	aymlts	*	*
ácnch	*	0	/eɪkntʃ/	EY|K|N|CH	aycnch	*	*
áclth	*	0	/eɪklθ/	EY|K|L|TH	ayclth	*	*
áflst	*	0	/eɪflst/	EY|F|L|S|T	ayflst	*	*
ílnds	*	0	/aɪlndz/	AY|L|N|D|Z	iylnds	*	*
úcnds	*	0	/uːkndz/	UW|K|N|D|Z	oocnds	*	*
ämrcs	*	0	/ɔːmɹks/	AO|M|R|K|S	awmrcs	*	*
äcnkt	*	0	/ɔːknkt/	AO|K|N|K|T	awcnkt	*	*
ëlhcs	*	0	/ɜːlhks/	ER|L|HH|K|S	erlhcs	*	*
ënnth	*	0	/ɜːnnθ/	ER|N|N|TH	ernnth	*	*
ënlst	*	0	/ɜːnlst/	ER|N|L|S|T	ernlst	*	*
ëslch	*	0	/ɜːsltʃ/	ER|S|L|CH	erslch	*	*
ökrld	*	0	/ɔɪkɹld/	OY|K|R|L|D	oikrld	*	*
ömnch	*	0	/ɔɪmntʃ/	OY|M|N|CH	oimnch	*	*
öfcks	*	0	/ɔɪfks/	OY|F|K|S	oifcks	*	*
âsrld	*	0	/ɑːsɹld/	AA|S|R|L|D	ahsrld	*	*
ûkrst	*	0	/ʊkɹst/	UH|K|R|S|T	uukrst	*	*
ûklch	*	0	/ʊkltʃ/	UH|K|L|CH	uuklch	*	*
ûnmps	*	0	/ʊnmps/	UH|N|M|P|S	uunmps	*	*
ûcrts	*	0	/ʊkɹts/	UH|K|R|T|S	uucrts	*	*
ûcrhc	*	0	/ʊkɹhk/	UH|K|R|HH|K	uucrhc	*	*
ûflpt	*	0	/ʊflpt/	UH|F|L|P|T	uuflpt	*	*
ûrlds	*	0	/ʊɹldz/	UH|R|L|D|Z	uurlds	*	*
akrhc	*	0	/ækɹhk/	AE|K|R|HH|K	aakrhc	*	*
akrld	*	0	/ækɹld/	AE|K|R|L|D	aakrld	*	*
anhcs	*	0	/ænhks/	AE|N|HH|K|S	aanhcs	*	*
errld	*	0	/ɛɹɹld/	EH|R|R|L|D	ehrrld	*	*
elcks	*	0	/ɛlks/	EH|L|K|S	ehlcks	*	*
enrps	*	0	/ɛnɹps/	EH|N|R|P|S	ehnrps	*	*
efnkt	*	0	/ɛfnkt/	EH|F|N|K|T	ehfnkt	*	*
icmpt	*	0	/ɪkmpt/	IH|K|M|P|T	ihcmpt	*	*
oprst	*	0	/ɒpɹst/	AA|P|R|S|T	oprst	*	*
onrts	*	0	/ɒnɹts/	AA|N|R|T|S	onrts	*	*
oclst	*	0	/ɒklst/	AA|K|L|S|T	oclst	*	*
oclth	*	0	/ɒklθ/	AA|K|L|TH	oclth	*	*
urrld	*	0	/ʌɹɹld/	AH|R|R|L|D	uhrrld	*	*
utrst	*	0	/ʌtɹst/	AH|T|R|S|T	uhtrst	*	*
átrhc	*	0	/eɪtɹhk/	EY|T|R|HH|K	aytrhc	*	*
áncks	*	0	/eɪnks/	EY|N|K|S	ayncks	*	*
éwlth	*	0	/iːwlθ/	IY|W|L|TH	eewlth	*	*
élmps	*	0	/iːlmps/	IY|L|M|P|S	eelmps	*	*
écnds	*	0	/iːkndz/	IY|K|N|D|Z	eecnds	*	*
íwnds	*	0	/aɪwndz/	AY|W|N|D|Z	iywnds	*	*
ëwlst	*	0	/ɜːwlst/	ER|W|L|S|T	erwlst	*	*
ïcnkt	*	0	/juːknkt/	Y|UW|K|N|K|T	iooknkt	*	*
ûwnkt	*	0	/ʊwnkt/	UH|W|N|K|T	uuwnkt	*	*
ûtnds	*	0	/ʊtndz/	UH|T|N|D|Z	uutnds	*	*
ûnrth	*	0	/ʊnɹθ/	UH|N|R|TH	uunrth	*	*
vmrhc	*	0	/v̩mɹhk/	V|M|R|HH|K	vmrhc	*	*
ërlds	*	0	/ɜːɹldz/	ER|R|L|D|Z	errlds	*	*
anrst	*	0	/ænɹst/	AE|N|R|S|T	aanrst	*	*
annch	*	0	/ænntʃ/	AE|N|N|CH	aannch	*	*
enlps	*	0	/ɛnlps/	EH|N|L|P|S	ehnlps	*	*
enrst	*	0	/ɛnɹst/	EH|N|R|S|T	ehnrst	*	*
esrhc	*	0	/ɛsɹhk/	EH|S|R|HH|K	ehsrhc	*	*
ecrcs	*	0	/ɛkɹks/	EH|K|R|K|S	ehcrcs	*	*
ipnds	*	0	/ɪpndz/	IH|P|N|D|Z	ihpnds	*	*
inrcs	*	0	/ɪnɹks/	IH|N|R|K|S	ihnrcs	*	*
icrps	*	0	/ɪkɹps/	IH|K|R|P|S	ihcrps	*	*
icsps	*	0	/ɪksps/	IH|K|S|P|S	ihcsps	*	*
omrhc	*	0	/ɒmɹhk/	AA|M|R|HH|K	omrhc	*	*
ondst	*	0	/ɒndst/	AA|N|D|S|T	ondst	*	*
uwrth	*	0	/ʌwɹθ/	AH|W|R|TH	uhwrth	*	*
uwdst	*	0	/ʌwdst/	AH|W|D|S|T	uhwdst	*	*
ulmpt	*	0	/ʌlmpt/	AH|L|M|P|T	uhlmpt	*	*
ulnkt	*	0	/ʌlnkt/	AH|L|N|K|T	uhlnkt	*	*
ullts	*	0	/ʌllts/	AH|L|L|T|S	uhllts	*	*
uprhc	*	0	/ʌpɹhk/	AH|P|R|HH|K	uhprhc	*	*
ukrts	*	0	/ʌkɹts/	AH|K|R|T|S	uhkrts	*	*
ukdst	*	0	/ʌkdst/	AH|K|D|S|T	uhkdst	*	*
uqrld	*	0	/ʌqɹld/	AH|Q|R|L|D	uhqrld	*	*
umlps	*	0	/ʌmlps/	AH|M|L|P|S	uhmlps	*	*
unrps	*	0	/ʌnɹps/	AH|N|R|P|S	uhnrps	*	*
ucrks	*	0	/ʌkɹks/	AH|K|R|K|S	uhcrks	*	*
ucrcs	*	0	/ʌkɹks/	AH|K|R|K|S	uhcrcs	*	*
ucsks	*	0	/ʌksks/	AH|K|S|K|S	uhcsks	*	*
ufrth	*	0	/ʌfɹθ/	AH|F|R|TH	uhfrth	*	*
álhcs	*	0	/eɪlhks/	EY|L|HH|K|S	aylhcs	*	*
éwrld	*	0	/iːwɹld/	IY|W|R|L|D	eewrld	*	*
érnth	*	0	/iːɹnθ/	IY|R|N|TH	eernth	*	*
éprth	*	0	/iːpɹθ/	IY|P|R|TH	eeprth	*	*
énnch	*	0	/iːnntʃ/	IY|N|N|CH	eennch	*	*
íklth	*	0	/aɪklθ/	AY|K|L|TH	iyklth	*	*
íflpt	*	0	/aɪflpt/	AY|F|L|P|T	iyflpt	*	*
únhps	*	0	/uːnhps/	UW|N|HH|P|S	oonhps	*	*
ërlpt	*	0	/ɜːɹlpt/	ER|R|L|P|T	errlpt	*	*
ëllps	*	0	/ɜːllps/	ER|L|L|P|S	erllps	*	*
ëtrld	*	0	/ɜːtɹld/	ER|T|R|L|D	ertrld	*	*
ëqnkt	*	0	/ɜːqnkt/	ER|Q|N|K|T	erqnkt	*	*
ëcrsh	*	0	/ɜːkɹʃ/	ER|K|R|SH	ercrsh	*	*
ëchcs	*	0	/ɜːkhks/	ER|K|HH|K|S	erchcs	*	*
ïcrks	*	0	/juːkɹks/	Y|UW|K|R|K|S	iookrks	*	*
öprld	*	0	/ɔɪpɹld/	OY|P|R|L|D	oiprld	*	*
öpnth	*	0	/ɔɪpnθ/	OY|P|N|TH	oipnth	*	*
öfnds	*	0	/ɔɪfndz/	OY|F|N|D|Z	oifnds	*	*
ârrcs	*	0	/ɑːɹɹks/	AA|R|R|K|S	ahrrcs	*	*
ânrth	*	0	/ɑːnɹθ/	AA|N|R|TH	ahnrth	*	*
ânrld	*	0	/ɑːnɹld/	AA|N|R|L|D	ahnrld	*	*
ûcrks	*	0	/ʊkɹks/	UH|K|R|K|S	uucrks	*	*
ûfdst	*	0	/ʊfdst/	UH|F|D|S|T	uufdst	*	*
vkrhc	*	0	/v̩kɹhk/	V|K|R|HH|K	vkrhc	*	*
arnkt	*	0	/æɹnkt/	AE|R|N|K|T	aarnkt	*	*
arlst	*	0	/æɹlst/	AE|R|L|S|T	aarlst	*	*
alsps	*	0	/ælsps/	AE|L|S|P|S	aalsps	*	*
anmpt	*	0	/ænmpt/	AE|N|M|P|T	aanmpt	*	*
ácrcs	*	0	/eɪkɹks/	EY|K|R|K|S	aycrcs	*	*
etlst	*	0	/ɛtlst/	EH|T|L|S|T	ehtlst	*	*
epdst	*	0	/ɛpdst/	EH|P|D|S|T	ehpdst	*	*
emlst	*	0	/ɛmlst/	EH|M|L|S|T	ehmlst	*	*
enmpt	*	0	/ɛnmpt/	EH|N|M|P|T	ehnmpt	*	*
iwdst	*	0	/ɪwdst/	IH|W|D|S|T	ihwdst	*	*
icnkt	*	0	/ɪknkt/	IH|K|N|K|T	ihcnkt	*	*
ulnth	*	0	/ʌlnθ/	AH|L|N|TH	uhlnth	*	*
ullst	*	0	/ʌllst/	AH|L|L|S|T	uhllst	*	*
ulcts	*	0	/ʌlkts/	AH|L|K|T|S	uhlcts	*	*
utlst	*	0	/ʌtlst/	AH|T|L|S|T	uhtlst	*	*
uklch	*	0	/ʌkltʃ/	AH|K|L|CH	uhklch	*	*
uqrst	*	0	/ʌqɹst/	AH|Q|R|S|T	uhqrst	*	*
umnds	*	0	/ʌmndz/	AH|M|N|D|Z	uhmnds	*	*
unrld	*	0	/ʌnɹld/	AH|N|R|L|D	uhnrld	*	*
usnkt	*	0	/ʌsnkt/	AH|S|N|K|T	uhsnkt	*	*
ucnts	*	0	/ʌknts/	AH|K|N|T|S	uhcnts	*	*
uflts	*	0	/ʌflts/	AH|F|L|T|S	uhflts	*	*
ákdst	*	0	/eɪkdst/	EY|K|D|S|T	aykdst	*	*
élmpt	*	0	/iːlmpt/	IY|L|M|P|T	eelmpt	*	*
éfnkt	*	0	/iːfnkt/	IY|F|N|K|T	eefnkt	*	*
íwcts	*	0	/aɪwkts/	AY|W|K|T|S	iywcts	*	*
íclps	*	0	/aɪklps/	AY|K|L|P|S	iyclps	*	*
äflch	*	0	/ɔːfltʃ/	AO|F|L|CH	awflch	*	*
ënlts	*	0	/ɜːnlts/	ER|N|L|T|S	ernlts	*	*
ësdst	*	0	/ɜːsdst/	ER|S|D|S|T	ersdst	*	*
ïcrld	*	0	/juːkɹld/	Y|UW|K|R|L|D	iookrld	*	*
ârnts	*	0	/ɑːɹnts/	AA|R|N|T|S	ahrnts	*	*
âmlch	*	0	/ɑːmltʃ/	AA|M|L|CH	ahmlch	*	*
ûyrld	*	0	/ʊjɹld/	UH|Y|R|L|D	uuyrld	*	*
ûwrst	*	0	/ʊwɹst/	UH|W|R|S|T	uuwrst	*	*
ûmlps	*	0	/ʊmlps/	UH|M|L|P|S	uumlps	*	*
ûmrld	*	0	/ʊmɹld/	UH|M|R|L|D	uumrld	*	*
ûmlst	*	0	/ʊmlst/	UH|M|L|S|T	uumlst	*	*
ûchps	*	0	/ʊkhps/	UH|K|HH|P|S	uuchps	*	*
ûcnts	*	0	/ʊknts/	UH|K|N|T|S	uucnts	*	*
ûfrps	*	0	/ʊfɹps/	UH|F|R|P|S	uufrps	*	*
vlrhc	*	0	/v̩lɹhk/	V|L|R|HH|K	vlrhc	*	*
vlnch	*	0	/v̩lntʃ/	V|L|N|CH	vlnch	*	*
vnrks	*	0	/v̩nɹks/	V|N|R|K|S	vnrks	*	*
vnrth	*	0	/v̩nɹθ/	V|N|R|TH	vnrth	*	*
vcnth	*	0	/v̩knθ/	V|K|N|TH	vcnth	*	*
unkts	*	0	/ʌnkts/	AH|N|K|T|S	uhnkts	*	*
almpt	*	0	/ælmpt/	AE|L|M|P|T	aalmpt	*	*
atnch	*	0	/ætntʃ/	AE|T|N|CH	aatnch	*	*
acrhc	*	0	/ækɹhk/	AE|K|R|HH|K	aacrhc	*	*
elrcs	*	0	/ɛlɹks/	EH|L|R|K|S	ehlrcs	*	*
